overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
5.0,0991379616,A20CJS1U3Q5PZA,2,Visit Amazon's Laurelin Paige Page,0,501,287,"{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}","{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}"
4.0,0991379616,A1JKGTL51HHTU1,1,Visit Amazon's Laurelin Paige Page,1,501,123,"{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}","{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}"
5.0,0991379616,A29M69HGLQSG8Z,2,Visit Amazon's Laurelin Paige Page,0,501,339,"{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}","{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}"
5.0,0991379616,A3BMLG97SSIKN3,2,Visit Amazon's Laurelin Paige Page,0,501,113,"{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}","{'0989247910', '0425263991', '0099911701', '1508706255', '153023932X', '1936305941', '1492108421', '0988707489', '0991379616', '1409155684'}"
3.0,0991516842,ARL51FCRLN6GM,1,Visit Amazon's Kaylee Ryan Page,0,502,340,"{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}","{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}"
4.0,0991516842,A2L15MBNQU7O6G,1,Visit Amazon's Kaylee Ryan Page,0,502,142,"{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}","{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}"
5.0,0991516842,A1JLU5H1CCENWX,2,Visit Amazon's Kaylee Ryan Page,0,502,293,"{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}","{'1718838514', '0997483202', '0991516842', '1492826634', '0989496023', '1503936600', '1943893438', '1514758512', '1476744955', '0985872586'}"
5.0,0991686004,A1HXF0IBWTAP84,2,Visit Amazon's K. A. Tucker Page,0,503,76,"{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}","{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}"
5.0,0991686004,A9IK5K9R5VCAN,2,Visit Amazon's K. A. Tucker Page,0,503,96,"{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}","{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}"
5.0,0991686004,A2ZBOGVULTN8AC,2,Visit Amazon's K. A. Tucker Page,0,503,78,"{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}","{'0062448110', '0062302418', '0373789939', '1494563258', '1482783150', '1489519106', '1941480594', '0991686004', '0765328674', '1442352965'}"
3.0,099370235X,A3T53I4UUNBKLK,1,Visit Amazon's Nashoda Rose Page,0,504,148,"{'1468139339', '1973995980', '099370235X', '1500438057', '1500643084', '1533205167', '0349413401', '1419970291', '1463731647', '1468187953'}","{'1468139339', '1973995980', '099370235X', '1500438057', '1500643084', '1533205167', '0349413401', '1419970291', '1463731647', '1468187953'}"
5.0,099370235X,A2G1P9M0BN9BQJ,2,Visit Amazon's Nashoda Rose Page,0,504,156,"{'1468139339', '1973995980', '099370235X', '1500438057', '1500643084', '1533205167', '0349413401', '1419970291', '1463731647', '1468187953'}","{'1468139339', '1973995980', '099370235X', '1500438057', '1500643084', '1533205167', '0349413401', '1419970291', '1463731647', '1468187953'}"
4.0,0993800122,A1GECJN7XHDKU6,1,Visit Amazon's Helena Hunting Page,0,505,72,"{'0993800122', '150114622X', '0993800165', '1542779308', '0062302426', '1530728606', '1455554170', '1515152588', '0989713482', '1477829113'}","{'0993800122', '150114622X', '0993800165', '1542779308', '0062302426', '1530728606', '1455554170', '1515152588', '0989713482', '1477829113'}"
5.0,0993800165,A1GECJN7XHDKU6,2,Visit Amazon's Helena Hunting Page,1,506,72,"{'0993800122', '150114622X', '0993800165', '1494721279', '1494469170', '0553395238', '0989780716', '1515152588', '1455599247', '0989713482'}","{'0993800122', '150114622X', '0993800165', '1494721279', '1494469170', '0553395238', '0989780716', '1515152588', '1455599247', '0989713482'}"
5.0,0993800165,A3E2YW0WOZ9TWL,2,Visit Amazon's Helena Hunting Page,0,506,242,"{'0993800122', '150114622X', '0993800165', '1494721279', '1494469170', '0553395238', '0989780716', '1515152588', '1455599247', '0989713482'}","{'0993800122', '150114622X', '0993800165', '1494721279', '1494469170', '0553395238', '0989780716', '1515152588', '1455599247', '0989713482'}"
5.0,0993752772,A1TIOO6NMCHBKK,2,Visit Amazon's Leylah Attar Page,0,507,341,"{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}","{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}"
5.0,0993752772,A1GZOY67UUE9C1,2,Visit Amazon's Leylah Attar Page,0,507,342,"{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}","{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}"
3.0,0993752772,A26NG8QVBF5527,1,Visit Amazon's Leylah Attar Page,0,507,268,"{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}","{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}"
5.0,0993752772,A2G8BGXXQX5E8C,2,Visit Amazon's Leylah Attar Page,0,507,343,"{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}","{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}"
3.0,0993862519,A6ZG04TN8WO3E,1,Visit Amazon's Rayven T. Hill Page,0,508,127,"{'0993862519', '0718178130', '147781826X', '1503934470', '0263906744', '1530173922', '1477827072', '1455574449', '0307749649', '0345543815'}","{'0993862519', '0718178130', '147781826X', '1503934470', '0263906744', '1530173922', '1477827072', '1455574449', '0307749649', '0345543815'}"
5.0,0993752772,A143IV9N6HPKKB,2,Visit Amazon's Leylah Attar Page,0,507,98,"{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}","{'0316404411', '1938789040', '1539427765', '1519083831', '1936413922', '1500432202', '1480225649', '0993752772', '1682306828', '1490436529'}"
2.0,0993800130,A143IV9N6HPKKB,0,Visit Amazon's Helena Hunting Page,0,509,98,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993800130,A28U5MC8J5NUCC,2,Visit Amazon's Helena Hunting Page,0,509,204,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993800130,A31NKBEP533K8P,2,Visit Amazon's Helena Hunting Page,0,509,344,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
4.0,0993800130,AYJAMRMQZ8B5C,1,Visit Amazon's Helena Hunting Page,0,509,291,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993800130,AWXFIIM7G7GFR,2,Visit Amazon's Helena Hunting Page,0,509,345,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
4.0,0993800130,A34YO4U0WFJW3D,1,Visit Amazon's Helena Hunting Page,1,509,170,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993702325,AJYEWC922WUNC,2,Visit Amazon's Nashoda Rose Page,0,510,258,"{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}","{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}"
5.0,0993702325,A3EL3D7O1WYWBT,2,Visit Amazon's Nashoda Rose Page,0,510,346,"{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}","{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}"
5.0,0993702325,A3O6Z1T0IZ3NT,2,Visit Amazon's Nashoda Rose Page,0,510,85,"{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}","{'1942832079', '0615764037', '1517756510', '0993702325', '1977930263', '0990795551', '1493788868', '1944810013', '1979630968', '194095102X'}"
5.0,0993800130,A3J45CY6EV3944,2,Visit Amazon's Helena Hunting Page,0,509,241,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993800130,A2XV7EIBRJFKXH,2,Visit Amazon's Helena Hunting Page,0,509,347,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
5.0,0993800130,A23G9V6OA7JEJ,2,Visit Amazon's Helena Hunting Page,0,509,348,"{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}","{'1944565043', '1500642002', '1250063272', '1635760933', '0993800130', '0385390092', '1544679017', '1682304507', '1523978260', '1542772427'}"
3.0,0996053018,A27V6NFIQ8XFBW,1,Visit Amazon's K.A. Linde Page,0,511,59,"{'0141357037', '1938404726', '1548139149', '1942834179', '0996053018', '1945920238', '1500305219', '1444778536', '1499719981', '1539407144'}","{'0141357037', '1938404726', '1548139149', '1942834179', '0996053018', '1945920238', '1500305219', '1444778536', '1499719981', '1539407144'}"
5.0,0996053018,A2G4DNTPE8N6U2,2,Visit Amazon's K.A. Linde Page,0,511,349,"{'0141357037', '1938404726', '1548139149', '1942834179', '0996053018', '1945920238', '1500305219', '1444778536', '1499719981', '1539407144'}","{'0141357037', '1938404726', '1548139149', '1942834179', '0996053018', '1945920238', '1500305219', '1444778536', '1499719981', '1539407144'}"
5.0,0996135693,A3764FM631GINI,2,Visit Amazon's L.J. Shen Page,0,512,295,"{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}","{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}"
5.0,0996135693,A1OCXGNN0116MZ,2,Visit Amazon's L.J. Shen Page,0,512,324,"{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}","{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}"
3.0,0996135693,AXMNLUJHA9RG7,1,Visit Amazon's L.J. Shen Page,0,512,141,"{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}","{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}"
4.0,0996135626,ACYMCO9PQSWLW,1,Visit Amazon's L.J. Shen Page,0,513,350,"{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}","{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}"
4.0,0996135626,A26T2MC3VCLVYB,1,Visit Amazon's L.J. Shen Page,0,513,351,"{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}","{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}"
5.0,0996135626,A3RNB08M9Q4NNM,2,Visit Amazon's L.J. Shen Page,0,513,352,"{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}","{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}"
5.0,0996135626,AJYEWC922WUNC,2,Visit Amazon's L.J. Shen Page,0,513,258,"{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}","{'0996135626', '0615764037', '0993702325', '1544073666', '1944810013', '1517756510', '1980553750', '194095102X', '0997514051', '1978226195'}"
5.0,0996135693,A1DJIN2ZZ3IZ5Z,2,Visit Amazon's L.J. Shen Page,0,512,353,"{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}","{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}"
4.0,0996135677,AX7QPL1UI24F7,1,Visit Amazon's L.J. Shen Page,0,514,206,"{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}","{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}"
5.0,0996135693,A2R2O6R00PXFC2,2,Visit Amazon's L.J. Shen Page,0,512,265,"{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}","{'1542049008', '1408834944', '1633921069', '1933320664', '1946420107', '1499516959', '1455533254', '1518783872', '0996135693', '198143111X'}"
5.0,0996135677,A1F0DP938FCEEW,2,Visit Amazon's L.J. Shen Page,0,514,250,"{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}","{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}"
4.0,0996135677,A1XQE6NZX2Q1XI,1,Visit Amazon's L.J. Shen Page,0,514,192,"{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}","{'0615613373', '0996135677', '1494563258', '1537462415', '1944475176', '1936413213', '1979875928', '1942444133', '148234873X', '1497585368'}"
